Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,1,-0.03,-0.03,0.00,100.00,-13.53,1.00,-0.60,None,0.00,0.00,False,False,False,none
1,2,-0.06,-0.06,0.00,100.00,-13.53,1.00,-0.60,None,0.00,0.00,False,False,False,none
1,3,-0.09,-0.09,0.00,100.00,-13.53,1.00,-0.60,None,-0.01,0.00,False,False,False,none
1,4,-0.12,-0.12,-0.01,100.00,-13.53,1.00,-0.60,None,-0.01,0.00,False,False,False,none
1,5,-0.15,-0.15,-0.01,100.00,-13.53,1.00,-0.60,None,-0.01,0.00,False,False,False,none
1,6,-0.18,-0.18,-0.01,100.00,-13.53,1.00,-0.60,None,-0.01,0.00,False,False,False,none
1,7,-0.21,-0.21,-0.01,100.00,-13.53,1.00,-0.60,None,-0.02,0.00,False,False,False,none
1,8,-0.24,-0.24,-0.01,100.00,-13.53,1.00,-0.60,None,-0.02,0.00,False,False,False,none
1,9,-0.27,-0.27,-0.02,100.00,-13.53,1.00,-0.60,None,-0.02,0.00,False,False,False,none
1,10,-0.30,-0.30,-0.02,100.00,-13.53,1.00,-0.60,None,-0.03,0.00,False,False,False,none
1,11,-0.33,-0.33,-0.02,100.00,-13.53,1.00,-0.60,None,-0.03,0.00,False,False,False,none
1,12,-0.36,-0.36,-0.02,100.00,-13.53,1.00,-0.60,None,-0.03,0.00,False,False,False,none
