Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,1,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,2,-7.03,6.98,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,False,False,False,none
1,3,-7.04,6.97,0.00,100.00,0.00,1.00,-10.13,Left,0.00,1.87,False,False,False,none
1,4,-7.05,6.96,0.00,100.00,0.00,1.00,-10.13,Forward,-0.01,0.00,False,False,False,none
1,5,-7.07,6.96,0.00,100.00,-0.76,1.00,-8.42,Forward,-0.01,1.87,False,False,False,none
1,6,-7.08,6.95,0.00,100.00,-1.52,1.00,-6.71,Forward,-0.01,1.87,False,False,False,none
1,7,-7.09,6.94,0.00,100.00,-2.28,1.00,-5.00,Forward,-0.01,1.87,False,False,False,none
1,8,-7.11,6.93,0.00,100.00,-3.05,1.00,-3.29,Forward,-0.01,1.87,False,False,False,none
1,9,-7.12,6.92,0.00,100.00,-3.81,1.00,-1.58,Forward,-0.01,1.87,False,False,False,none
1,10,-7.14,6.91,0.00,100.00,-4.57,1.00,0.13,Forward,-0.02,1.87,False,False,False,none
2,1,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,Forward,-0.02,0.00,True,False,False,none
2,2,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,,-0.02,0.00,True,False,False,none
2,3,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,Right,-0.02,0.00,False,False,False,none
3,1,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,Right,0.00,0.00,True,False,False,none
3,2,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,,0.00,0.00,True,False,False,none
3,3,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,False,False,False,none
4,1,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,True,False,False,none
4,2,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,,0.00,0.00,True,False,False,none
4,3,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,False,False,False,none
5,1,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,True,False,False,none
5,2,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,,0.00,0.00,True,False,False,none
