Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,1,-7.01,6.99,0.00,100.00,9.00,1.00,-11.00,None,0.00,0.00,False,False,False,none
1,2,-7.03,6.98,0.00,100.00,9.00,1.00,-11.00,None,0.00,0.00,False,False,False,none
1,3,-7.04,6.97,0.00,100.00,9.00,1.00,-11.00,None,0.00,0.00,False,False,False,none
1,4,-7.05,6.96,0.00,100.00,9.00,1.00,-11.00,None,-0.01,0.00,False,False,False,none
1,5,-7.07,6.96,0.00,100.00,9.00,1.00,-11.00,None,-0.01,0.00,False,False,False,none
1,6,-7.08,6.95,0.00,100.00,9.00,1.00,-11.00,None,-0.01,0.00,False,False,False,none
1,7,-7.09,6.94,0.00,100.00,9.00,1.00,-11.00,None,-0.01,0.00,False,False,False,none
1,8,-7.11,6.93,0.00,100.00,9.00,1.00,-11.00,None,-0.01,0.00,False,False,False,none
1,9,-7.12,6.92,0.00,100.00,9.00,1.00,-11.00,None,-0.01,0.00,False,False,False,none
1,10,-7.14,6.91,0.00,100.00,9.00,1.00,-11.00,None,-0.02,0.00,False,False,False,none
