Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,1,-0.01,-0.01,0.00,100.00,10.61,1.00,6.59,None,0.00,0.00,False,False,False,none
1,2,-0.03,-0.02,-0.06,100.00,10.61,1.00,6.59,None,0.00,0.00,False,False,False,none
1,3,-0.04,-0.03,-0.13,100.00,10.61,1.00,6.59,None,0.00,0.00,False,False,False,none
1,4,-0.05,-0.04,-0.19,100.00,10.61,1.00,6.59,None,-0.01,0.00,False,False,False,none
1,5,-0.07,-0.05,-0.25,100.00,10.61,1.00,6.59,None,-0.01,0.00,False,False,False,none
1,6,-0.08,-0.05,-0.32,100.00,10.61,1.00,6.59,None,-0.02,0.00,False,False,False,none
1,7,-0.09,-0.06,-0.38,100.00,10.61,1.00,6.59,None,-0.02,0.00,False,False,False,none
1,8,-0.11,-0.07,-0.44,100.00,10.61,1.00,6.59,None,-0.03,0.00,False,False,False,none
1,9,-0.12,-0.08,-0.51,100.00,10.61,1.00,6.59,None,-0.03,0.00,False,False,False,none
1,10,-0.14,-0.09,-0.57,100.00,10.61,1.00,6.59,None,-0.04,0.00,False,False,False,none
1,11,-0.15,-0.10,-0.63,100.00,10.61,1.00,6.59,None,-0.04,0.00,False,False,False,none
1,12,-0.16,-0.11,-0.69,100.00,10.61,1.00,6.59,None,-0.04,0.00,False,False,False,none
1,13,-0.18,-0.12,-0.75,100.00,10.61,1.00,6.59,None,-0.05,0.00,False,False,False,none
1,14,-0.19,-0.13,-0.82,100.00,10.61,1.00,6.59,None,-0.05,0.00,False,False,False,none
1,15,-0.20,-0.14,-0.88,100.00,10.61,1.00,6.59,None,-0.06,0.00,False,False,False,none
1,16,-0.22,-0.14,-0.94,100.00,10.61,1.00,6.59,None,-0.06,0.00,False,False,False,none
1,17,-0.23,-0.15,-1.00,100.00,10.61,1.00,6.59,None,-0.06,0.00,False,False,False,none
1,18,-0.24,-0.16,-1.06,100.00,10.61,1.00,6.59,None,-0.07,0.00,False,False,False,none
1,19,-0.26,-0.17,-1.12,100.00,10.61,1.00,6.59,None,-0.07,0.00,False,False,False,none
1,20,-0.27,-0.18,-1.18,100.00,10.61,1.00,6.59,None,-0.08,0.00,False,False,False,none
1,21,-0.28,-0.19,-1.24,100.00,10.61,1.00,6.59,None,-0.08,0.00,False,False,False,none
1,22,-0.30,-0.20,-1.30,100.00,10.61,1.00,6.59,None,-0.09,0.00,False,False,False,none
1,23,-0.31,-0.21,-1.36,100.00,10.61,1.00,6.59,None,-0.09,0.00,False,False,False,none
1,24,-0.32,-0.22,-1.42,100.00,10.61,1.00,6.59,None,-0.09,0.00,False,False,False,none
1,25,-0.34,-0.23,-1.48,100.00,10.61,1.00,6.59,None,-0.10,0.00,False,False,False,none
1,26,-0.35,-0.23,-1.54,100.00,10.61,1.00,6.59,None,-0.10,0.00,False,False,False,none
1,27,-0.36,-0.24,-1.60,100.00,10.61,1.00,6.59,None,-0.11,0.00,False,False,False,none
1,28,-0.38,-0.25,-1.66,100.00,10.61,1.00,6.59,None,-0.11,0.00,False,False,False,none
1,29,-0.39,-0.26,-1.72,100.00,10.61,1.00,6.59,None,-0.11,0.00,False,False,False,none
1,30,-0.41,-0.27,-1.78,100.00,10.61,1.00,6.59,None,-0.12,0.00,False,False,False,none
1,31,-0.42,-0.28,-1.83,100.00,10.61,1.00,6.59,None,-0.12,0.00,False,False,False,none
1,32,-0.43,-0.29,-1.89,100.00,10.61,1.00,6.59,None,-0.13,0.00,False,False,False,none
1,33,-0.45,-0.30,-1.95,100.00,10.61,1.00,6.59,None,-0.13,0.00,False,False,False,none
1,34,-0.46,-0.31,-2.01,100.00,10.61,1.00,6.59,None,-0.13,0.00,False,False,False,none
1,35,-0.47,-0.32,-2.06,100.00,10.61,1.00,6.59,None,-0.14,0.00,False,False,False,none
1,36,-0.49,-0.32,-2.12,100.00,10.61,1.00,6.59,None,-0.14,0.00,False,False,False,none
1,37,-0.50,-0.33,-2.18,100.00,10.61,1.00,6.59,None,-0.15,0.00,False,False,False,none
1,38,-0.51,-0.34,-2.24,100.00,10.61,1.00,6.59,None,-0.15,0.00,False,False,False,none
1,39,-0.53,-0.35,-2.29,100.00,10.61,1.00,6.59,None,-0.15,0.00,False,False,False,none
1,40,-0.54,-0.36,-2.35,100.00,10.61,1.00,6.59,None,-0.16,0.00,False,False,False,none
1,41,-0.55,-0.37,-2.41,100.00,10.61,1.00,6.59,None,-0.16,0.00,False,False,False,none
1,42,-0.57,-0.38,-2.46,100.00,10.61,1.00,6.59,None,-0.17,0.00,False,False,False,none
1,43,-0.58,-0.39,-2.52,100.00,10.61,1.00,6.59,None,-0.17,0.00,False,False,False,none
1,44,-0.59,-0.40,-2.57,100.00,10.61,1.00,6.59,None,-0.17,0.00,False,False,False,none
1,45,-0.61,-0.41,-2.63,100.00,10.61,1.00,6.59,None,-0.18,0.00,False,False,False,none
1,46,-0.62,-0.41,-2.69,100.00,10.61,1.00,6.59,None,-0.18,0.00,False,False,False,none
1,47,-0.63,-0.42,-2.74,100.00,10.61,1.00,6.59,None,-0.19,0.00,False,False,False,none
1,48,-0.65,-0.43,-2.80,100.00,10.61,1.00,6.59,None,-0.19,0.00,False,False,False,none
1,49,-0.66,-0.44,-2.85,100.00,10.61,1.00,6.59,None,-0.19,0.00,False,False,False,none
1,50,-0.67,-0.45,-2.91,100.00,10.61,1.00,6.59,None,-0.20,0.00,False,False,False,none
1,51,-0.69,-0.46,-2.96,100.00,10.61,1.00,6.59,None,-0.20,0.00,False,False,False,none
1,52,-0.70,-0.47,-3.02,100.00,10.61,1.00,6.59,None,-0.20,0.00,False,False,False,none
1,53,-0.72,-0.48,-3.07,100.00,10.61,1.00,6.59,None,-0.21,0.00,False,False,False,none
1,54,-0.73,-0.49,-3.12,100.00,10.61,1.00,6.59,None,-0.21,0.00,False,False,False,none
1,55,-0.74,-0.50,-3.18,100.00,10.61,1.00,6.59,None,-0.22,0.00,False,False,False,none
1,56,-0.76,-0.50,-3.23,100.00,10.61,1.00,6.59,None,-0.22,0.00,False,False,False,none
1,57,-0.77,-0.51,-3.29,100.00,10.61,1.00,6.59,None,-0.22,0.00,False,False,False,none
1,58,-0.78,-0.52,-3.34,100.00,10.61,1.00,6.59,None,-0.23,0.00,False,False,False,none
1,59,-0.80,-0.53,-3.39,100.00,10.61,1.00,6.59,None,-0.23,0.00,False,False,False,none
1,60,-0.81,-0.54,-3.45,100.00,10.61,1.00,6.59,None,-0.24,0.00,False,False,False,none
1,61,-0.82,-0.55,-3.50,100.00,10.61,1.00,6.59,None,-0.24,0.00,False,False,False,none
1,62,-0.84,-0.56,-3.55,100.00,10.61,1.00,6.59,None,-0.24,0.00,False,False,False,none
1,63,-0.85,-0.57,-3.60,100.00,10.61,1.00,6.59,None,-0.25,0.00,False,False,False,none
1,64,-0.86,-0.58,-3.66,100.00,10.61,1.00,6.59,None,-0.25,0.00,False,False,False,none
1,65,-0.88,-0.59,-3.71,100.00,10.61,1.00,6.59,None,-0.25,0.00,False,False,False,none
1,66,-0.89,-0.59,-3.76,100.00,10.61,1.00,6.59,None,-0.26,0.00,False,False,False,none
1,67,-0.90,-0.60,-3.81,100.00,10.61,1.00,6.59,None,-0.26,0.00,False,False,False,none
1,68,-0.92,-0.61,-3.87,100.00,10.61,1.00,6.59,None,-0.26,0.00,False,False,False,none
1,69,-0.93,-0.62,-3.92,100.00,10.61,1.00,6.59,None,-0.27,0.00,False,False,False,none
1,70,-0.94,-0.63,-3.97,100.00,10.61,1.00,6.59,None,-0.27,0.00,False,False,False,none
1,71,-0.96,-0.64,-4.02,100.00,10.61,1.00,6.59,None,-0.28,0.00,False,False,False,none
1,72,-0.97,-0.65,-4.07,100.00,10.61,1.00,6.59,None,-0.28,0.00,False,False,False,none
1,73,-0.99,-0.66,-4.12,100.00,10.61,1.00,6.59,None,-0.28,0.00,False,False,False,none
1,74,-1.00,-0.67,-4.17,100.00,10.61,1.00,6.59,None,-0.29,0.00,False,False,False,none
1,75,-1.01,-0.68,-4.22,100.00,10.61,1.00,6.59,None,-0.29,0.00,False,False,False,none
1,76,-1.03,-0.68,-4.27,100.00,10.61,1.00,6.59,None,-0.29,0.00,False,False,False,none
1,77,-1.04,-0.69,-4.32,100.00,10.61,1.00,6.59,None,-0.30,0.00,False,False,False,none
1,78,-1.05,-0.70,-4.37,100.00,10.61,1.00,6.59,None,-0.30,0.00,False,False,False,none
1,79,-1.07,-0.71,-4.42,100.00,10.61,1.00,6.59,None,-0.30,0.00,False,False,False,none
1,80,-1.08,-0.72,-4.47,100.00,10.61,1.00,6.59,None,-0.31,0.00,False,False,False,none
1,81,-1.09,-0.73,-4.52,100.00,10.61,1.00,6.59,None,-0.31,0.00,False,False,False,none
