Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,1,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,2,-7.03,6.98,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,3,-7.04,6.97,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,4,-7.05,6.96,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,5,-7.07,6.96,0.00,100.00,0.00,1.00,-12.00,Forward,-0.01,0.00,False,False,False,none
1,6,-7.08,6.95,0.00,100.00,0.00,1.00,-10.13,Forward,-0.01,1.87,False,False,False,none
1,7,-7.09,6.94,0.00,100.00,0.00,1.00,-8.26,Forward,-0.01,1.87,False,False,False,none
1,8,-7.11,6.93,0.00,100.00,0.00,1.00,-6.38,Forward,-0.01,1.87,False,False,False,none
1,9,-7.12,6.92,0.00,100.00,0.00,1.00,-5.49,Left,-0.01,0.90,False,False,False,none
1,10,-7.14,6.91,0.00,100.00,0.00,1.00,-5.66,Left,-0.02,0.17,False,False,False,none
1,11,-7.15,6.90,0.00,100.00,0.00,1.00,-5.71,Forward,-0.02,0.05,False,False,False,none
1,12,-7.16,6.89,0.00,99.98,0.00,1.00,-5.71,Forward,-0.02,0.00,False,False,False,none
1,13,-7.18,6.88,0.00,99.96,0.00,1.00,-5.71,Left,-0.02,0.00,False,False,False,none
1,14,-7.19,6.87,0.00,99.97,0.00,1.00,-5.71,Left,-0.02,0.00,False,False,False,none
1,15,-7.20,6.87,0.00,99.98,0.00,1.00,-5.71,Forward,-0.02,0.00,False,False,False,none
1,16,-7.22,6.86,0.00,99.99,-1.86,1.00,-5.90,Right,-0.03,1.87,False,False,False,none
1,17,-7.23,6.85,0.00,100.00,-1.86,1.00,-5.90,Right,-0.03,0.00,False,False,False,none
1,18,-7.24,6.84,0.00,100.00,-1.86,1.00,-5.90,Forward,-0.03,0.00,False,False,False,none
1,19,-7.26,6.83,0.00,100.00,-3.25,1.00,-4.65,Forward,-0.03,1.87,False,False,False,none
1,20,-7.27,6.82,0.00,100.00,-4.65,1.00,-3.40,Right,-0.03,1.87,False,False,False,none
1,21,-7.28,6.81,0.00,100.00,-4.65,1.00,-3.40,Forward,-0.03,0.00,False,False,False,none
1,22,-7.30,6.80,0.00,100.00,-5.41,1.00,-1.69,Forward,-0.04,1.87,False,False,False,none
1,23,-7.31,6.79,0.00,100.00,-6.17,1.00,0.02,Forward,-0.04,1.87,False,False,False,none
1,24,-7.32,6.78,0.00,100.00,-6.93,1.00,1.73,Forward,-0.04,1.87,False,False,False,none
1,25,-7.34,6.78,0.00,100.00,-7.69,1.00,3.44,Forward,-0.04,1.87,False,False,False,none
1,26,-7.35,6.77,0.00,100.00,-8.45,1.00,5.15,Right,-0.04,1.87,False,False,False,none
1,27,-7.36,6.76,0.00,100.00,-8.45,1.00,5.15,Right,-0.05,0.00,False,False,False,none
1,28,-7.38,6.75,0.00,100.00,-8.45,1.00,5.15,Right,-0.05,0.00,False,False,False,none
1,29,-7.39,6.74,0.00,100.00,-8.45,1.00,5.15,Forward,-0.05,0.00,False,False,False,none
1,30,-7.41,6.73,0.00,100.00,-7.32,1.00,6.16,Eat,-0.05,1.51,False,False,False,none
1,31,-7.41,6.73,0.00,100.00,-7.46,1.00,6.10,Eat_Food,-0.05,0.15,True,False,True,food
1,32,-7.41,6.73,0.00,100.00,-7.46,1.00,6.10,,-0.05,0.00,True,False,True,food
2,1,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,None,-0.05,0.00,False,False,True,food
2,2,-7.03,6.98,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,False,False,False,none
2,3,-7.04,6.97,0.00,100.00,0.00,1.00,-10.13,Forward,0.00,1.87,False,False,False,none
2,4,-7.05,6.96,0.00,100.00,0.00,1.00,-8.26,Right,-0.01,1.87,False,False,False,none
2,5,-7.07,6.96,0.00,100.00,0.00,1.00,-8.26,Right,-0.01,0.00,False,False,False,none
2,6,-7.08,6.95,0.00,100.00,0.00,1.00,-8.26,Forward,-0.01,0.00,False,False,False,none
2,7,-7.09,6.94,0.00,100.00,1.39,1.00,-7.00,Forward,-0.01,1.87,False,False,False,none
2,8,-7.11,6.93,0.00,100.00,2.78,1.00,-5.75,Left,-0.01,1.87,False,False,False,none
2,9,-7.12,6.92,0.00,100.00,2.78,1.00,-5.75,Forward,-0.01,0.00,False,False,False,none
2,10,-7.14,6.91,0.00,100.00,3.54,1.00,-4.04,Forward,-0.02,1.87,False,False,False,none
2,11,-7.15,6.90,0.00,100.00,4.30,1.00,-2.33,Forward,-0.02,1.87,False,False,False,none
2,12,-7.16,6.89,0.00,100.00,5.07,1.00,-0.62,Forward,-0.02,1.87,False,False,False,none
2,13,-7.18,6.88,0.00,100.00,5.83,1.00,1.09,Forward,-0.02,1.87,False,False,False,none
2,14,-7.19,6.87,0.00,100.00,6.59,1.00,2.80,Left,-0.02,1.87,False,False,False,none
2,15,-7.20,6.87,0.00,100.00,6.59,1.00,2.80,Forward,-0.02,0.00,False,False,False,none
2,16,-7.22,6.86,0.00,100.00,6.59,1.00,4.67,Right,-0.03,1.87,False,False,False,none
2,17,-7.23,6.85,0.00,100.00,6.59,1.00,4.67,Forward,-0.03,0.00,False,False,False,none
2,18,-7.24,6.84,0.00,100.00,7.25,1.00,6.11,None,-0.03,1.59,False,False,False,none
2,19,-7.26,6.83,0.00,100.00,7.25,1.00,6.11,None,-0.03,0.00,False,False,False,none
2,20,-7.27,6.82,0.00,100.00,7.25,1.00,6.11,None,-0.03,0.00,False,False,False,none
2,21,-7.28,6.81,0.00,100.00,7.25,1.00,6.11,Forward,-0.03,0.00,False,False,False,none
2,22,-7.30,6.80,0.00,100.00,7.74,1.00,7.05,Left,-0.04,1.06,False,False,False,none
2,23,-7.31,6.79,0.00,100.00,7.76,1.00,7.05,Eat,-0.04,0.02,False,False,False,none
2,24,-7.31,6.79,0.00,100.00,7.93,1.00,7.04,Drink_Water,-0.04,0.18,True,False,True,water
2,25,-7.31,6.79,0.00,100.00,7.93,1.00,7.04,,-0.04,0.00,True,False,True,water
3,1,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,None,-0.04,0.00,False,False,True,water
