Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,1,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,2,-7.03,6.98,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,3,-7.04,6.97,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
1,4,-7.05,6.96,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,5,-7.07,6.96,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,6,-7.08,6.95,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,7,-7.09,6.94,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,8,-7.11,6.93,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,9,-7.12,6.92,0.00,100.00,0.00,1.00,-12.00,None,-0.01,0.00,False,False,False,none
1,10,-7.14,6.91,0.00,100.00,0.00,1.00,-12.00,None,-0.02,0.00,False,False,False,none
1,11,-7.15,6.90,0.00,100.00,0.00,1.00,-12.00,None,-0.02,0.00,False,False,False,none
1,12,-7.16,6.89,0.00,100.00,0.00,1.00,-12.00,None,-0.02,0.00,False,False,False,none
1,13,-7.18,6.88,0.00,100.00,0.00,1.00,-12.00,None,-0.02,0.00,False,False,False,none
1,14,-7.19,6.87,0.00,100.00,0.00,1.00,-12.00,None,-0.02,0.00,False,False,False,none
1,15,-7.20,6.87,0.00,100.00,0.00,1.00,-12.00,None,-0.02,0.00,False,False,False,none
1,16,-7.22,6.86,0.00,100.00,0.00,1.00,-12.00,None,-0.03,0.00,False,False,False,none
1,17,-7.23,6.85,0.00,100.00,0.00,1.00,-12.00,None,-0.03,0.00,False,False,False,none
1,18,-7.24,6.84,0.00,100.00,0.00,1.00,-12.00,None,-0.03,0.00,False,False,False,none
1,19,-7.26,6.83,0.00,100.00,0.00,1.00,-12.00,None,-0.03,0.00,False,False,False,none
1,20,-7.27,6.82,0.00,100.00,0.00,1.00,-12.00,None,-0.03,0.00,False,False,False,none
1,21,-7.28,6.81,0.00,100.00,0.00,1.00,-12.00,None,-0.03,0.00,False,False,False,none
