Episode,GlobalStep,EpisodeStep,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType,HasEvent,EventType
1,1,1,-12.01,-12.01,-11.96,100.00,0.00,1.00,-15.00,None,0.00,0.00,False,False,False,none,False,
1,2,2,-12.03,-12.02,-11.99,100.00,0.00,1.00,-15.00,None,-1.39,0.00,False,False,False,none,False,
1,3,3,-12.04,-12.03,-12.01,100.00,0.00,1.00,-15.00,None,-1.39,0.00,False,False,False,none,False,
1,4,4,-12.05,-12.04,-12.04,100.00,0.00,1.00,-15.00,None,-1.39,0.00,False,False,False,none,False,
1,5,5,-12.07,-12.05,-12.06,100.00,0.00,1.00,-15.00,None,-1.39,0.00,False,False,False,none,False,
1,6,6,-12.08,-12.05,-12.09,100.00,0.00,1.00,-15.00,Forward,-1.39,0.00,False,False,False,none,False,
1,7,7,-12.09,-12.06,-12.11,100.00,0.00,1.00,-13.13,Forward,-1.39,1.87,False,False,False,none,False,
1,8,8,-12.11,-12.07,-12.14,100.00,0.00,1.00,-11.26,Forward,-1.40,1.87,False,False,False,none,False,
1,9,9,-12.12,-12.08,-12.17,100.00,0.00,1.00,-9.38,Forward,-1.40,1.87,False,False,False,none,False,
1,10,10,-12.14,-12.09,-12.19,100.00,0.00,1.00,-7.51,Forward,-1.40,1.87,False,False,False,none,False,
1,11,11,-12.15,-12.10,-12.22,100.00,0.00,1.00,-5.64,Forward,-1.40,1.87,False,False,False,none,False,
1,12,12,-12.16,-12.11,-12.24,100.00,0.00,1.00,-3.77,Forward,-1.40,1.87,False,False,False,none,False,
1,13,13,-12.18,-12.12,-12.26,100.00,0.00,1.00,-1.90,Forward,-1.41,1.87,False,False,False,none,False,
1,14,14,-12.19,-12.13,-12.29,100.00,0.00,1.00,-0.03,Forward,-1.41,1.87,False,False,False,none,False,
1,15,15,-12.20,-12.14,-12.31,100.00,0.00,1.00,1.85,Forward,-1.41,1.87,False,False,False,none,False,
